"Ville","CP","Adresse","Longitude","Latitude","Type","Effectif","superficie","population","noReg","noDept","gn2013","gd2013","pn2013"
"VILLENEUVE DE BERG","7170","50 Rue de la Gendarmerie 07170 VILLENEUVE DE BERG",4.506095,44.562019,"G",,,,,"07",550,308,176
"BOURG ST ANDEOL","7700","3 Avenue du GÃ©nÃ©ral de Gaulle 07700 BOURG ST ANDEOL",4.645744,44.379343,"G",,,,,"07",550,308,176
"CHEZERY FORENS","1200","Chemin de la Diamanterie 01200 CHEZERY FORENS",5.86718,46.182008,"G",,,,,"01",887,509,301
"BOURG EN BRESSE","1000","2 Rue de Chateaubriand 01000 BOURG EN BRESSE",5.239796,46.212472,"G",,,,,"01",887,509,301
"LAMURE SUR AZERGUES","69870","Le bourg 69870 LAMURE SUR AZERGUES",4.487717,46.059735,"G",,,,,"69",1064,642,5858
"LE BOIS D OINGT","69620","242 Rue de la Petite-Gare 69620 LE BOIS D OINGT",4.587926,45.921618,"G",,,,,"69",1064,642,5858
"VILLEFRANCHE SUR SAONE","69400","Caserne BONNIN 363 Avenue Joseph Balloffet 69400 VILLEFRANCHE SUR SAONE",4.710431,45.994978,"G",,,,,"69",1064,642,5858
"ST SYMPHORIEN D OZON","69360","29 Avenue des Portes de Lyon 69360 ST SYMPHORIEN D OZON",4.856225,45.637017,"G",,,,,"69",1064,642,5858
"ST SYMPHORIEN SUR COISE","69590","Boulevard de la BardiÃ¨re 69590 ST SYMPHORIEN SUR COISE",4.45925,45.629769,"G",,,,,"69",1064,642,5858
"ST LAURENT DE CHAMOUSSET","69930","Route de Sainte-Foy-l'ArgentiÃ¨re 69930 ST LAURENT DE CHAMOUSSET",4.46674,45.730849,"G",,,,,"69",1064,642,5858
"L ARBRESLE","69210","490 Avenue AndrÃ© Lassagne 69210 L ARBRESLE",4.609474,45.833587,"G",,,,,"69",1064,642,5858
"ST LAURENT DE MURE","69720","2 Rue Georges Polossat 69720 ST LAURENT DE MURE",5.046228,45.691697,"G",,,,,"69",1064,642,5858
"ST GENIS LAVAL","69230","109 Avenue MarÃ©chal Foch 69230 ST GENIS LAVAL",4.783758,45.684476,"G",,,,,"69",1064,642,5858
"NEUVILLE SUR SAONE","69250","5 Chemin du Georgeat 69250 NEUVILLE SUR SAONE",4.842227,45.867762,"G",,,,,"69",1064,642,5858
"LYON 02","69002","Caserne GÃ©nÃ©ral de Division Delfosse 2 Rue Bichat 69002 LYON 02",4.819444,45.74738,"G",,,,,"69",1064,642,5858
"LOURES BAROUSSE","65370","4 AllÃ©e Alfred Lafforgue 65370 LOURES BAROUSSE",0.608486,43.023976,"G",,,,,"65",383,200,457
"BAGNERES DE BIGORRE","65200","1 Boulevard de l'Adour 65200 BAGNERES DE BIGORRE",0.144338,43.073296,"G",,,,,"65",383,200,457
"LUZ ST SAUVEUR","65120","3 Avenue MaoubÃ©si 65120 LUZ ST SAUVEUR",-0.003943,42.873768,"G",,,,,"65",383,200,457
"VILLEFRANCHE DE ROUERGUE","12200","Caserne Capitaine Guillon Place Louis Fontanges 12200 VILLEFRANCHE DE ROUERGUE",2.030403,44.35385,"G",,,,,"12",491,306,215
"LEZAT SUR LEZE","9210","1 Route de Castagnac 09210 LEZAT SUR LEZE",1.348784,43.270219,"G",,,,,"09",340,190,126
"TARASCON SUR ARIEGE","9400","9 Rue de Berga 09400 TARASCON SUR ARIEGE",1.603359,42.845067,"G",,,,,"09",340,190,126
"PORTET SUR GARONNE","31120","119 Ancienne route ImpÃ©riale 31120 PORTET SUR GARONNE",1.39885,43.522192,"G",,,,,"31",1151,692,2792
"ST LEONARD DE NOBLAT","87400","CitÃ© d'Augeres 87400 ST LEONARD DE NOBLAT",1.491987,45.844615,"G",,,,,"87",413,211,801
"ST AGNANT","17620","1 AllÃ©e RenÃ© Fonck 17620 ST AGNANT",-0.955035,45.869219,"G",,,,,"17",711,409,733
"ST MARTIN DE RE","17410","1 Avenue de la Plage 17410 ST MARTIN DE RE",-1.359107,46.199405,"G",,,,,"17",711,409,733
"JAUNAY CLAN","86130","Rue de GrÃ©mont 86130 JAUNAY CLAN",0.366267,46.675744,"G",,,,,"86",517,280,568
"OLORON STE MARIE","64400","14 Rue Adoue 64400 OLORON STE MARIE",-0.610254,43.187334,"G",,,,,"64",700,389,1341
"MARSEILLE 10","13010","Quartier Beauvau 171 Avenue de Toulon 13010 MARSEILLE 10",5.375291,43.294666,"G",,,,,"13",1113,590,7314
"MONT DE MARSAN","40000","1908 Avenue du MarÃ©chal Juin 40000 MONT DE MARSAN",-0.468798,43.908526,"G",,,,,"40",557,311,244
"ST ASTIER","24110","33 Rue Paul Bert 24110 ST ASTIER",0.524485,45.142489,"G",,,,,"24",596,365,804
"CASTELNAU DE MEDOC","33480","39 Avenue Georges Mandel 33480 CASTELNAU DE MEDOC",-0.795036,45.026493,"G",,,,,"33",1377,824,3175
"LESPARRE MEDOC","33340","32 Cours Victor Hugo 33340 LESPARRE MEDOC",-0.93076,45.303364,"G",,,,,"33",1377,824,3175
"ST ANDRE DE CUBZAC","33240","1455 Avenue Jules Ferry 33240 ST ANDRE DE CUBZAC",-0.429495,44.999822,"G",,,,,"33",1377,824,3175
"CASTRES GIRONDE","33640","46 Rue du PrÃ©sident Carnot 33640 CASTRES GIRONDE",-0.441875,44.69601,"G",,,,,"33",1377,824,3175
"CARBON BLANC","33560","19 Avenue AndrÃ© Vignau-Anglade 33560 CARBON BLANC",-0.505803,44.895386,"G",,,,,"33",1377,824,3175
"AMBARES ET LAGRAVE","33440","42 Avenue Jules Ferry 33440 AMBARES ET LAGRAVE",-0.502468,44.932144,"G",,,,,"33",1377,824,3175
"ST CIERS SUR GIRONDE","33820","1 Avenue de la RÃ©publique 33820 ST CIERS SUR GIRONDE",-0.616588,45.293262,"G",,,,,"33",1377,824,3175
"ST MEDARD EN JALLES","33160","12 Rue ThÃ©ophile Gautier 33160 ST MEDARD EN JALLES",-0.697152,44.885131,"G",,,,,"33",1377,824,3175
"ST JEAN D ILLAC","33127","315 Avenue de Bordeaux 33127 ST JEAN D ILLAC",-0.777392,44.810518,"G",,,,,"33",1377,824,3175
"BELIN BELIET","33830","27 Avenue AliÃ©nor 33830 BELIN BELIET",-0.790115,44.496942,"G",,,,,"33",1377,824,3175
"ST GILLES CROIX DE VIE","85800","9 Rue des Vergers d'Ãole 85800 ST GILLES CROIX DE VIE",-1.91105,46.688831,"G",,,,,"85",669,412,224
"NOIRMOUTIER EN L ILE","85330","7 Rue du MarÃ©chal Joffre 85330 NOIRMOUTIER EN L ILE",-2.237104,47.006859,"G",,,,,"85",669,412,224
"LA MOTHE ACHARD","85150","151 Avenue Georges ClÃ©menceau 85150 LA MOTHE ACHARD",-1.657633,46.619998,"G",,,,,"85",669,412,224
"L ILE D YEU","85350","4 Rue Dugay-Trouin 85350 L ILE D YEU",-2.352246,46.718056,"G",,,,,"85",669,412,224
"FONTENAY LE COMTE","85200","Avenue du GÃ©nÃ©ral de Gaulle 85200 FONTENAY LE COMTE",-0.812994,46.461001,"G",,,,,"85",669,412,224
"LE POIRE SUR VIE","85170","2 Rue de la LisiÃ¨re 85170 LE POIRE SUR VIE",-1.496281,46.763967,"G",,,,,"85",669,412,224
"MORTAGNE SUR SEVRE","85290","2A Rue des Violettes 85290 MORTAGNE SUR SEVRE",-0.943096,46.99054,"G",,,,,"85",669,412,224
"SABLE SUR SARTHE","72300","1 Rue des Anciens Combattants Afrique du Nord 72300 SABLE SUR SARTHE",-0.354144,47.837755,"G",,,,,"72",645,379,560
"BEAUFORT EN VALLEE","49250","5 Route des MarillÃ¨res 49250 BEAUFORT EN VALLEE",-0.241087,47.441569,"G",,,,,"49",711,405,663
"MONTOIR DE BRETAGNE","44550","25 Rue Jules Verne 44550 MONTOIR DE BRETAGNE",-2.14149,47.326228,"G",,,,,"44",1147,674,1672
"ST NAZAIRE","44600","79 Avenue Ferdinand de Lesseps 44600 ST NAZAIRE",-2.218226,47.27391,"G",,,,,"44",1147,674,1672
"NORT SUR ERDRE","44390","17 Rue FranÃ§ois Dupas 44390 NORT SUR ERDRE",-1.500035,47.435736,"G",,,,,"44",1147,674,1672
"STE LUCE SUR LOIRE","44980","20 Route de ThouarÃ©-sur-Loire 44980 STE LUCE SUR LOIRE",-1.463463,47.257724,"G",,,,,"44",1147,674,1672
"BEAUMONT HAGUE","50440","28 Rue d'Aurigny 50440 BEAUMONT HAGUE",-1.8431,49.663762,"G",,,,,"50",613,349,443
"DOUVRES LA DELIVRANDE","14440","1 Avenue des Hautes Devises 14440 DOUVRES LA DELIVRANDE",-0.388012,49.287129,"G",,,,,"14",760,412,782
"PERROS GUIREC","22700","45 Rue des FrÃ¨res Le MontrÃ©er 22700 PERROS GUIREC",-3.449902,48.81233,"G",,,,,"22",701,430,482
"PLENEUF VAL ANDRE","22370","3 Rue de la Boulaie 22370 PLENEUF VAL ANDRE",-2.53978,48.59139,"G",,,,,"22",701,430,482
"PONT DE L ARCHE","27340","Chemin du Becquet 27340 PONT DE L ARCHE",1.145375,49.303857,"G",,,,,"27",847,466,366
"PACY SUR EURE","27120","1 Rue RenÃ© Prin 27120 PACY SUR EURE",1.389485,49.013711,"G",,,,,"27",847,466,366
"ST ROMAIN DE COLBOSC","76430","49 Avenue du MarÃ©chal de Lattre de Tassigny 76430 ST ROMAIN DE COLBOSC",0.352123,49.532125,"G",,,,,"76",980,515,2859
"NANTEUIL LE HAUDOUIN","60440","10 Rue de la Croix-Verte 60440 NANTEUIL LE HAUDOUIN",2.797691,49.141321,"G",,,,,"60",1145,679,539
"HETTANGE GRANDE","57330","3 Rue de la Gendarmerie 57330 HETTANGE GRANDE",6.16089,49.400814,"G",,,,,"57",1055,607,2517
"LACROIX ST OUEN","60610","127 Rue Nationale 60610 LACROIX ST OUEN",2.791238,49.358612,"G",,,,,"60",1145,679,539
"CHAUMONT EN VEXIN","60240","24 Rue Emile Deschamps 60240 CHAUMONT EN VEXIN",1.879646,49.267762,"G",,,,,"60",1145,679,539
"CHARLY SUR MARNE","2310","70 Avenue Fernand Drouet 02310 CHARLY SUR MARNE",3.290668,48.97708,"G",,,,,"02",690,380,651
"AIRE SUR LA LYS","62120","Place Philippe d'Alsace 62120 AIRE SUR LA LYS",2.40525,50.632315,"G",,,,,"62",1059,595,3483
"NEUFCHATEL HARDELOT","62152","90 Rue des AllÃ©es 62152 NEUFCHATEL HARDELOT",1.643616,50.619894,"G",,,,,"62",1059,595,3483
"VITRY EN ARTOIS","62490","37 bis Rue de la Grande-Chapelle 62490 VITRY EN ARTOIS",2.980308,50.329838,"G",,,,,"62",1059,595,3483
"LE CATEAU CAMBRESIS","59360","1 Rue du Commandant Albert Seydoux 59360 LE CATEAU CAMBRESIS",3.536098,50.101245,"G",,,,,"59",1378,809,6854
"AVESNES SUR HELPE","59440","29 Route de Landrecies 59440 AVESNES SUR HELPE",3.925933,50.119419,"G",,,,,"59",1378,809,6854
"CONDE SUR L ESCAUT","59163","2 Rue Roger Salengro 59163 CONDE SUR L ESCAUT",3.588251,50.447284,"G",,,,,"59",1378,809,6854
"QUESNOY SUR DEULE","59890","49 Rue de Verlinghem 59890 QUESNOY SUR DEULE",2.999463,50.707593,"G",,,,,"59",1378,809,6854
"PONT A MARCQ","59710","33 Rue Germain Delhaye 59710 PONT A MARCQ",3.112766,50.517991,"G",,,,,"59",1378,809,6854
"NIEUL SUR MER","17137","3 Rue du Champ Pinson 17137 NIEUL SUR MER",-1.158488,46.206114,"G",,,,,"17",711,409,733
"SOULTZ HAUT RHIN","68360","41 Route de Jungholtz 68360 SOULTZ HAUT RHIN",7.217154,47.880656,"G",,,,,"68",857,480,986
"MONCE EN BELIN","72230","101 Boulevard des Avocats 72230 MONCE EN BELIN",0.193419,47.889487,"G",,,,,"72",645,379,560
"PIERREFEU DU VAR","83390","Impasse FrÃ©dÃ©ric Mistral 83390 PIERREFEU DU VAR",6.146129,43.219172,"G",,,,,"83",921,500,1767
"ST MARTIN DU VAR","6670","1 Rue des Noyers 06670 ST MARTIN DU VAR",7.200234,43.813115,"G",,,,,"06",852,447,2795
"LAUDUN L ARDOISE","30290","115 Avenue Victor Schoelcher 30290 LAUDUN L ARDOISE",4.654157,44.103076,"G",,,,,"30",856,503,1279
"ST CYR EN VAL","45590","359 Rue AndrÃ© Champault 45590 ST CYR EN VAL",1.964443,47.832718,"G",,,,,"45",728,365,934
"ECOLE VALENTIN","25480","1 Rue des Tilleuls Valentin 25480 ECOLE VALENTIN",6.000557,47.27465,"G",,,,,"25",513,333,769
"ST JACQUES SUR DARNETAL","76160","441 Rue du GÃ©nÃ©ral de Gaulle 76160 ST JACQUES SUR DARNETAL",1.201675,49.44068,"G",,,,,"76",980,515,2859
"MURS ERIGNE","49610","16 bis Rue Gustave Raimbault 49610 MURS ERIGNE",-0.522099,47.401014,"G",,,,,"49",711,405,663
"LA CHAPELLE ST AUBIN","72650","48 Rue de la Paille 72650 LA CHAPELLE ST AUBIN",0.156253,48.034656,"G",,,,,"72",645,379,560
"STE LUCIE DE TALLANO","20112","Quartier Arrage 20112 STE LUCIE DE TALLANO",9.063445,41.670812,"G",,,,,"2A",348,182,471
"ST JORIOZ","74410","460 Route d'Albertville 74410 ST JORIOZ",6.176068,45.831366,"G",,,,,"74",968,517,544
"ST CREPIN IBOUVILLERS","60149","61 Rue de l'Europe 60149 ST CREPIN IBOUVILLERS",2.078452,49.253307,"G",,,,,"60",1145,679,539
"PLAISANCE DU TOUCH","31830","104 Route de Lombez 31830 PLAISANCE DU TOUCH",1.2716,43.555283,"G",,,,,"31",1151,692,2792
"SOISY SUR SEINE","91450","58 Boulevard de la RÃ©publique 91450 SOISY SUR SEINE",2.447234,48.648695,"G",,,,,"91",709,434,3328
"ROQUEFORT LES PINS","6330","Route DÃ©partementale 2085 Cidex 310 06330 ROQUEFORT LES PINS",7.055708,43.672208,"G",,,,,"06",852,447,2795
"GIF SUR YVETTE","91190","2 Rocade de Baudreville 91190 GIF SUR YVETTE",2.120797,48.686205,"G",,,,,"91",709,434,3328
"ST ANDRE DE LA ROCHE","6730","17 Chemin du Souvenir FranÃ§ais 06730 ST ANDRE DE LA ROCHE",7.285438,43.742522,"G",,,,,"06",852,447,2795
"LES ANCIZES COMPS","63770","Rue des Fades 63770 LES ANCIZES COMPS",2.807032,45.927517,"G",,,,,"63",750,424,1204
"COURSEULLES SUR MER","14470","87 Rue de l'Eglise 14470 COURSEULLES SUR MER",-0.45479,49.323035,"G",,,,,"14",760,412,782
"AX LES THERMES","9110","6 Chemin du Couloubret 09110 AX LES THERMES",1.838186,42.721717,"G",,,,,"09",340,190,126
"ANNECY LE VIEUX","74940","19 Route du PrÃ© de la Salle 74940 ANNECY LE VIEUX",6.14785,45.918852,"G",,,,,"74",968,517,544
"FONTAINES SUR SAONE","69270","Rue du Stade 69270 FONTAINES SUR SAONE",4.849508,45.835748,"G",,,,,"69",1064,642,5858
"STE CECILE LES VIGNES","84290","Avenue Jean JaurÃ¨s 84290 STE CECILE LES VIGNES",4.883614,44.240057,"G",,,,,"84",706,405,766
"OYE PLAGE","62215","235 Rue du Pont-d'Oye 62215 OYE PLAGE",2.043211,50.974933,"G",,,,,"62",1059,595,3483
"PIEDICORTE DI GAGGIO","20251","Le Village 20251 PIEDICORTE DI GAGGIO",9.324587,42.217726,"G",,,,,"2B",436,214,386
"PIANOTTOLI CALDARELLO","20131","Quartier Viagenti 20131 PIANOTTOLI CALDARELLO",9.055267,41.489751,"G",,,,,"2A",348,182,471
"MOELAN SUR MER","29350","10 Rue des Moulins 29350 MOELAN SUR MER",-3.630048,47.8158,"G",,,,,"29",886,531,700
"ST GERY","46330","Le bourg 46330 ST GERY",1.607295,44.480647,"G",,,,,"46",365,189,98
"ST PIERRE DU PERRAY","91280","Chemin de Brie 91280 ST PIERRE DU PERRAY",2.495949,48.616879,"G",,,,,"91",709,434,3328
"AVESNES LES AUBERT","59129","36 Rue Maurice Thorez 59129 AVESNES LES AUBERT",3.387939,50.194525,"G",,,,,"59",1378,809,6854
"ST ISMIER","38330","390 Route du Rivet 38330 ST ISMIER",5.830571,45.24154,"G",,,,,"38",1536,891,1124
"CIRES LES MELLO","60660","12 ter Rue de la Station 60660 CIRES LES MELLO",2.359925,49.271634,"G",,,,,"60",1145,679,539
"CASTILLON EN COUSERANS","9800","Les Vignes 09800 CASTILLON EN COUSERANS",1.029263,42.920604,"G",,,,,"09",340,190,126
"VILLENEUVE TOLOSANE","31270","2 Rue de l'HÃ´tel de ville 31270 VILLENEUVE TOLOSANE",1.343816,43.525227,"G",,,,,"31",1151,692,2792
"ECLARON BRAUCOURT STE LIVIERE","52290","2 Chemin du Clos-Bernard 52290 ECLARON BRAUCOURT STE LIVIERE",4.86335,48.594827,"G",,,,,"52",399,195,171
"ST ORENS DE GAMEVILLE","31650","Route de Revel 31650 ST ORENS DE GAMEVILLE",1.536843,43.548114,"G",,,,,"31",1151,692,2792
"MONTLOUIS SUR LOIRE","37270","50 Rue de la Frelonnerie 37270 MONTLOUIS SUR LOIRE",0.82138,47.378463,"G",,,,,"37",685,339,898
"AUREC SUR LOIRE","43110","1A Rue du Brouilli 43110 AUREC SUR LOIRE",4.206734,45.37308,"G",,,,,"43",372,225,98
"PORT BRILLET","53410","60 Rue de Verdun 53410 PORT BRILLET",-0.966262,48.11485,"G",,,,,"53",397,224,156
"MESSIGNY ET VANTOUX","21380","Impasse des CheneviÃ¨res 21380 MESSIGNY ET VANTOUX",5.000214,47.413376,"G",,,,,"21",590,325,929
"ST LEU D ESSERENT","60340","6 Place de la RÃ©publique 60340 ST LEU D ESSERENT",2.418578,49.216471,"G",,,,,"60",1145,679,539
"LE RELECQ KERHUON","29480","8 Rue Emile Zola 29480 LE RELECQ KERHUON",-4.390705,48.407558,"G",,,,,"29",886,531,700
"PLOUGASTEL DAOULAS","29470","Rue du ChÃ¢teau-d'Eau 29470 PLOUGASTEL DAOULAS",-4.376698,48.378325,"G",,,,,"29",886,531,700
"CHAMBRAY LES TOURS","37170","4 Place Voru 37170 CHAMBRAY LES TOURS",0.720626,47.333005,"G",,,,,"37",685,339,898
"MORSCHWILLER LE BAS","68790","2 Rue Hofer 68790 MORSCHWILLER LE BAS",7.27904,47.738607,"G",,,,,"68",857,480,986
"WITRY LES REIMS","51420","112 Avenue de Reims 51420 WITRY LES REIMS",4.115202,49.28687,"G",,,,,"51",571,330,1108
"TELGRUC SUR MER","29560","22 Rue Saint-Divy 29560 TELGRUC SUR MER",-4.356479,48.229327,"G",,,,,"29",886,531,700
"AUDUN LE TICHE","57390","258 Rue Georges Clemenceau 57390 AUDUN LE TICHE",5.953692,49.471054,"G",,,,,"57",1055,607,2517
"CHAUDES AIGUES","15110","Quartier Beauredon 15110 CHAUDES AIGUES",3.002303,44.849172,"G",,,,,"15",348,194,91
"VARENNES VAUZELLES","58640","22 Rue AndrÃ© Malraux 58640 VARENNES VAUZELLES",3.147059,47.012196,"G",,,,,"58",401,230,116
"PONT AVEN","29930","41 Rue Emile Bernard 29930 PONT AVEN",-3.75414,47.857577,"G",,,,,"29",886,531,700
"SAVIGNY SUR BRAYE","41360","4 Avenue de La Braye 41360 SAVIGNY SUR BRAYE",0.808523,47.880814,"G",,,,,"41",499,236,249
"ST AMAND LONGPRE","41310","20 Avenue du PrÃ©sident Grellet 41310 ST AMAND LONGPRE",1.005679,47.694886,"G",,,,,"41",499,236,249
"MONTOIRE SUR LE LOIR","41800","18 Avenue de la Paix 41800 MONTOIRE SUR LE LOIR",0.875835,47.75885,"G",,,,,"41",499,236,249
"SELLES SUR CHER","41130","Square du Centenaire 41130 SELLES SUR CHER",1.562997,47.278944,"G",,,,,"41",499,236,249
"NEUNG SUR BEUVRON","41210","22 Rue du 8 Mai 1945 41210 NEUNG SUR BEUVRON",1.798228,47.540023,"G",,,,,"41",499,236,249
"MENNETOU SUR CHER","41320","15 Rue de la Gendarmerie 41320 MENNETOU SUR CHER",1.881053,47.271923,"G",,,,,"41",499,236,249
"LAMOTTE BEUVRON","41600","14 Avenue Emile Morin 41600 LAMOTTE BEUVRON",2.025556,47.603817,"G",,,,,"41",499,236,249
"ST AIGNAN","41110","10 Rue RONSARD 41110 ST AIGNAN",1.369766,47.263387,"G",,,,,"41",499,236,249
"OUZOUER LE MARCHE","41240","18 Avenue de Bretagne 41240 OUZOUER LE MARCHE",1.523201,47.911281,"G",,,,,"41",499,236,249
"COUR CHEVERNY","41700","2 Rue de la Touche 41700 COUR CHEVERNY",1.457343,47.517366,"G",,,,,"41",499,236,249
"PREUILLY SUR CLAISE","37290","2 Avenue du 11 Novembre 1918 37290 PREUILLY SUR CLAISE",0.931221,46.850929,"G",,,,,"37",685,339,898
"LE GRAND PRESSIGNY","37350","12 Rue de la Butte 37350 LE GRAND PRESSIGNY",0.806045,46.920767,"G",,,,,"37",685,339,898
"STE MAURE DE TOURAINE","37800","29 Route des Archambault 37800 STE MAURE DE TOURAINE",0.611284,47.107591,"G",,,,,"37",685,339,898
"SENS DE BRETAGNE","35490","43 Rue Saint-Nicolas 35490 SENS DE BRETAGNE",-1.539148,48.333019,"G",,,,,"35",878,555,2076
"L ILE BOUCHARD","37220","Rue de la Vienne 37220 L ILE BOUCHARD",0.419668,47.117255,"G",,,,,"37",685,339,898
"AZAY LE RIDEAU","37190","1 AllÃ©e des Tilleuls 37190 AZAY LE RIDEAU",0.472302,47.266139,"G",,,,,"37",685,339,898
"SAVIGNE SUR LATHAN","37340","1 Rue des C.A.T.M 37340 SAVIGNE SUR LATHAN",0.318478,47.444201,"G",,,,,"37",685,339,898
"NEUVY LE ROI","37370","9 Rue du 8 Mai 1945 37370 NEUVY LE ROI",0.598159,47.605432,"G",,,,,"37",685,339,898
"NEUILLE PONT PIERRE","37360","16 Avenue du GÃ©nÃ©ral de Gaulle 37360 NEUILLE PONT PIERRE",0.551863,47.54642,"G",,,,,"37",685,339,898
"LA MEMBROLLE SUR CHOISILLE","37390","1 Rue des Moulins 37390 LA MEMBROLLE SUR CHOISILLE",0.619993,47.447192,"G",,,,,"37",685,339,898
"BALLAN MIRE","37510","2 Avenue de l'OrÃ©e-des-Bois 37510 BALLAN MIRE",0.6082,47.346225,"G",,,,,"37",685,339,898
"CHATEAU RENAULT","37110","19 Rue Emile Zola 37110 CHATEAU RENAULT",0.906472,47.590622,"G",,,,,"37",685,339,898
"CHATEAU LA VALLIERE","37330","1 Rue Ronsard 37330 CHATEAU LA VALLIERE",0.326686,47.546265,"G",,,,,"37",685,339,898
"STE SEVERE SUR INDRE","36160","39 Rue de Verdun 36160 STE SEVERE SUR INDRE",2.076697,46.490985,"G",,,,,"36",370,181,177
"NEUVY ST SEPULCHRE","36230","22 Rue du MarÃ©chal Joffre 36230 NEUVY ST SEPULCHRE",1.811177,46.596958,"G",,,,,"36",370,181,177
"EGUZON CHANTOME","36270","11 Rue Raymond Lagoutte 36270 EGUZON CHANTOME",1.582071,46.438188,"G",,,,,"36",370,181,177
"TOURNON ST MARTIN","36220","8 bis Route du Blanc 36220 TOURNON ST MARTIN",0.952798,46.725353,"G",,,,,"36",370,181,177
"ST GAULTIER","36800","22 Place du Champ-de-Foire 36800 ST GAULTIER",1.418974,46.634211,"G",,,,,"36",370,181,177
"ST BENOIT DU SAULT","36170","Place de la Gare 36170 ST BENOIT DU SAULT",1.399769,46.448415,"G",,,,,"36",370,181,177
"MEZIERES EN BRENNE","36290","14 Route de Saint-Michel 36290 MEZIERES EN BRENNE",1.20422,46.816391,"G",,,,,"36",370,181,177
"CHATILLON SUR INDRE","36700","1 Place de la RÃ©sistance 36700 CHATILLON SUR INDRE",1.171793,46.988967,"G",,,,,"36",370,181,177
"ARGENTON SUR CREUSE","36200","4 Avenue Rollinat 36200 ARGENTON SUR CREUSE",1.517012,46.588835,"G",,,,,"36",370,181,177
"THIRON GARDAIS","28480","31 Rue des Tilleuls 28480 THIRON GARDAIS",0.995334,48.310551,"G",,,,,"28",555,305,329
"AUTHON DU PERCHE","28330","3 Rue des Acacias 28330 AUTHON DU PERCHE",0.893948,48.200718,"G",,,,,"28",555,305,329
"NOGENT LE ROTROU","28400","Caserne Gendarme Dujardin 53 Rue de Sully 28400 NOGENT LE ROTROU",0.829425,48.317957,"G",,,,,"28",555,305,329
"ST REMY SUR AVRE","28380","21 Rue de la Gare 28380 ST REMY SUR AVRE",1.245879,48.763,"G",,,,,"28",555,305,329
"LA FERTE VIDAME","28340","48 Rue Delaborde 28340 LA FERTE VIDAME",0.900394,48.610932,"G",,,,,"28",555,305,329
"CHATEAUNEUF EN THYMERAIS","28170","2 Rue du GÃ©nÃ©ral de Gaulle 28170 CHATEAUNEUF EN THYMERAIS",1.244322,48.57908,"G",,,,,"28",555,305,329
"ORGERES EN BEAUCE","28140","11 ter Rue Texier Gallas 28140 ORGERES EN BEAUCE",1.684295,48.149162,"G",,,,,"28",555,305,329
"CLOYES SUR LE LOIR","28220","23 Rue du Docteur Teyssier 28220 CLOYES SUR LE LOIR",1.232556,47.991665,"G",,,,,"28",555,305,329
"ILLIERS COMBRAY","28120","1 Rue du Grand-Clos 28120 ILLIERS COMBRAY",1.254134,48.307857,"G",,,,,"28",555,305,329
"COURVILLE SUR EURE","28190","2A Rue du MarÃ©chal Juin 28190 COURVILLE SUR EURE",1.230184,48.448903,"G",,,,,"28",555,305,329
"ST MARTIN D AUXIGNY","18110","22 Avenue de la RÃ©publique 18110 ST MARTIN D AUXIGNY",2.419988,47.20309,"G",,,,,"18",477,241,444
"NEUVY SUR BARANGEON","18330","8 Route de MÃ©nÃ©trÃ©ol 18330 NEUVY SUR BARANGEON",2.254329,47.316605,"G",,,,,"18",477,241,444
"MEHUN SUR YEVRE","18500","23 Avenue Raoul Aladenize 18500 MEHUN SUR YEVRE",2.222716,47.144637,"G",,,,,"18",477,241,444
"LURY SUR ARNON","18120","5 Rue du PresbytÃ¨re 18120 LURY SUR ARNON",2.058191,47.126876,"G",,,,,"18",477,241,444
"AUBIGNY SUR NERE","18700","9 Avenue Charles de Gaulle 18700 AUBIGNY SUR NERE",2.43745,47.48759,"G",,,,,"18",477,241,444
"ARGENT SUR SAULDRE","18410","83 Route Nationale 18410 ARGENT SUR SAULDRE",2.450131,47.556289,"G",,,,,"18",477,241,444
"SAULZAIS LE POTIER","18360","27 Rue du GrÃ¨s Rose 18360 SAULZAIS LE POTIER",2.487094,46.603095,"G",,,,,"18",477,241,444
"LA GUERCHE SUR L AUBOIS","18150","9 Rue du MarÃ©chal Leclerc de Hauteclocque 18150 LA GUERCHE SUR L AUBOIS",2.965758,46.956356,"G",,,,,"18",477,241,444
"DUN SUR AURON","18130","Route de Bourges 18130 DUN SUR AURON",2.569054,46.892592,"G",,,,,"18",477,241,444
"CHATEAUNEUF SUR CHER","18190","6 Route de Levet 18190 CHATEAUNEUF SUR CHER",2.329184,46.861489,"G",,,,,"18",477,241,444
"CHARENTON DU CHER","18210","30 Rue Nationale 18210 CHARENTON DU CHER",2.639193,46.730789,"G",,,,,"18",477,241,444
"ST AMAND MONTROND","18200","26 Rue Benjamin Constant 18200 ST AMAND MONTROND",2.504735,46.720419,"G",,,,,"18",477,241,444
"VAILLY SUR SAULDRE","18260","24 Route de Chevaize 18260 VAILLY SUR SAULDRE",2.651268,47.458252,"G",,,,,"18",477,241,444
"JOUET SUR L AUBOIS","18320","Place de Berry 18320 JOUET SUR L AUBOIS",2.991149,47.043927,"G",,,,,"18",477,241,444
"LES AIX D ANGILLON","18220","8 Route de Bourges 18220 LES AIX D ANGILLON",2.582327,47.19971,"G",,,,,"18",477,241,444
"BEAUNE LA ROLANDE","45340","4 Rue de Pithiviers 45340 BEAUNE LA ROLANDE",2.424004,48.075436,"G",,,,,"45",728,365,934
